"Export for HP:0002086"
"Disease id","Disease name"
"ORPHA:168486","Congenital neuronal ceroid lipofuscinosis"
"OMIM:309900","MUCOPOLYSACCHARIDOSIS, TYPE II"
"OMIM:158900","FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1"
"OMIM:166250","OSTEOGLOPHONIC DYSPLASIA"
"ORPHA:2746","Opsismodysplasia"
"ORPHA:1458","CODAS syndrome"
"ORPHA:1914","Vitamin K antagonist embryofetopathy"
"OMIM:264480","PSEUDOTRISOMY 13 SYNDROME"
"ORPHA:2162","Holoprosencephaly"
"ORPHA:96121","7q11.23 microduplication syndrome"
"ORPHA:178487","Adult intestinal botulism"
"ORPHA:2475","White forelock with malformations"
"ORPHA:579","Mucopolysaccharidosis type 1"
"OMIM:123790","BEARE-STEVENSON CUTIS GYRATA SYNDROME"
"ORPHA:96167","Recombinant 8 syndrome"
"OMIM:219400","CYANOSIS AND HEPATIC DISEASE"
"ORPHA:261476","Monosomy Xp21"
"ORPHA:586","Cystic fibrosis"
"OMIM:606056","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIB"
"ORPHA:247257","Inhalational anthrax"
"ORPHA:34587","Glycogen storage disease due to LAMP-2 deficiency"
"OMIM:615482","CILIARY DYSKINESIA, PRIMARY, 25"
"OMIM:159950","SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE MYOCLONIC EPILEPSY"
"OMIM:237400","HYPER-BETA-ALANINEMIA"
"OMIM:191830","RENAL HYPODYSPLASIA/APLASIA 1"
"OMIM:300373","OSTEOPATHIA STRIATA WITH CRANIAL SCLEROSIS"
"ORPHA:140","Campomelic dysplasia"
"OMIM:613953","IMMUNODEFICIENCY 51"
"OMIM:612015","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IN"
"ORPHA:1597","Distal monosomy 17q"
"ORPHA:728","Relapsing polychondritis"
"OMIM:602271","SPONDYLOMETAPHYSEAL DYSPLASIA, AXIAL"
"OMIM:224230","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1"
"OMIM:107640","APNEA, CENTRAL SLEEP"
"ORPHA:464","Incontinentia pigmenti"
"ORPHA:2671","Neu-Laxova syndrome"
"OMIM:217980","CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND ROBIN SEQUENCE"
"OMIM:211400","BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1"
"OMIM:244400","CILIARY DYSKINESIA, PRIMARY, 1"
"ORPHA:845","Tay-Sachs disease"
"OMIM:610253","KLEEFSTRA SYNDROME"
"OMIM:244450","KAUFMAN OCULOCEREBROFACIAL SYNDROME"
"OMIM:233450","GOODPASTURE SYNDROME"
"OMIM:603165","DERMATITIS, ATOPIC"
"ORPHA:3093","Congenital aortic valve stenosis"
"OMIM:208400","ASPARTYLGLUCOSAMINURIA"
"ORPHA:991","PAGOD syndrome"
"OMIM:610476","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11"
"ORPHA:1655","Müllerian derivatives-lymphangiectasia-polydactyly syndrome"
"OMIM:268500","ROWLEY-ROSENBERG SYNDROME"
"OMIM:252010","MITOCHONDRIAL COMPLEX I DEFICIENCY"
"ORPHA:2635","Metatropic dysplasia"
"OMIM:207720","APNEA, CENTRAL SLEEP"
"ORPHA:261279","17q23.1q23.2 microdeletion syndrome"
"OMIM:300580","MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION, X-LINKED"
"OMIM:614699","IMMUNODEFICIENCY, COMMON VARIABLE, 7"
"ORPHA:7","3C syndrome"
"OMIM:614096","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8"
"OMIM:616481","CILIARY DYSKINESIA, PRIMARY, 32"
"ORPHA:1237","Beemer-Ertbruggen syndrome"
"ORPHA:2959","Progeria-short stature-pigmented nevi syndrome"
"OMIM:616006","HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2"
"ORPHA:36913","Autoimmune hypoparathyroidism"
"OMIM:615207","IL21R IMMUNODEFICIENCY"
"OMIM:610536","MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE"
"ORPHA:3253","Zlotogora-Ogur syndrome"
"OMIM:193300","VON HIPPEL-LINDAU SYNDROME"
"OMIM:609015","MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY"
"OMIM:613193","CILIARY DYSKINESIA, PRIMARY, 13"
"OMIM:246550","LICHTENSTEIN SYNDROME"
"ORPHA:2323","Sanjad-Sakati syndrome"
"OMIM:300209","SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2"
"OMIM:616326","MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY"
"ORPHA:3206","Stüve-Wiedemann syndrome"
"OMIM:129900","ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME1"
"ORPHA:116","Beckwith-Wiedemann syndrome"
"ORPHA:1187","Lethal ataxia with deafness and optic atrophy"
"ORPHA:747","Autoimmune pulmonary alveolar proteinosis"
"ORPHA:2585","Ataxia-pancytopenia syndrome"
"ORPHA:2549","Oculoauriculovertebral spectrum with radial defects"
"OMIM:608093","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IJ"
"OMIM:300712","CRANIOFACIOSKELETAL SYNDROME"
"OMIM:312863","COMBINED IMMUNODEFICIENCY, X-LINKED"
"ORPHA:672","Pallister-Hall syndrome"
"OMIM:106100","ANGIOEDEMA, HEREDITARY"
"OMIM:612852","OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS"
"OMIM:616490","JOUBERT SYNDROME 23"
"ORPHA:2052","Fraser syndrome"
"ORPHA:1926","Diabetic embryopathy"
"ORPHA:435628","Keppen-Lubinsky syndrome"
"ORPHA:365","Glycogen storage disease due to acid maltase deficiency"
"ORPHA:79241","Biotinidase deficiency"
"OMIM:617184","MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT"
"ORPHA:88673","Hepatocellular carcinoma"
"ORPHA:833","Encephalopathy due to sulfite oxidase deficiency"
"ORPHA:2004","Laryngotracheoesophageal cleft"
"OMIM:302000","BULLOUS DYSTROPHY, HEREDITARY MACULAR TYPE"
"OMIM:259270","OSTEODYSPLASTY, PRECOCIOUS, OF DANKS, MAYNE, AND KOZLOWSKI"
"ORPHA:428","Autosomal dominant hypocalcemia"
"ORPHA:2273","Ichthyosis follicularis-alopecia-photophobia syndrome"
"OMIM:614069","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME2"
"OMIM:113477","BRACHYMORPHISM-ONYCHODYSPLASIA-DYSPHALANGISM SYNDROME"
"OMIM:616576","IMMUNODEFICIENCY, COMMON VARIABLE, 12"
"ORPHA:1705","Distal trisomy 14q"
"ORPHA:2781","Osteopetrosis"
"ORPHA:98293","Hodgkin lymphoma"
"ORPHA:42642","PFAPA syndrome"
"OMIM:135150","BIRT-HOGG-DUBE SYNDROME"
"ORPHA:2311","Autosomal recessive spondylocostal dysostosis"
"OMIM:604173","POIKILODERMA WITH NEUTROPENIA"
"OMIM:250800","METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE"
"ORPHA:207","Crouzon disease"
"OMIM:117650","CEREBROCOSTOMANDIBULAR SYNDROME"
"OMIM:123500","CROUZON SYNDROME"
"ORPHA:2399","Nasopalpebral lipoma-coloboma syndrome"
"OMIM:178370","PULMONARY ATRESIA WITH VENTRICULAR SEPTAL DEFECT"
"OMIM:613426","CARDIOMYOPATHY, DILATED, 1S"
"ORPHA:289916","Vitamin B12-unresponsive methylmalonic acidemia type mut0"
"ORPHA:71493","Familial thrombocytosis"
"ORPHA:1834","Axial mesodermal dysplasia spectrum"
"OMIM:601152","HEREDITARY MOTOR AND SENSORY NEUROPATHY VI"
"ORPHA:100077","Jejunal neuroendocrine tumor"
"OMIM:617175","RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES"
"OMIM:611067","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 4"
"OMIM:615344","PULMONARY HYPERTENSION, PRIMARY, 4"
"ORPHA:3455","Wiedemann-Rautenstrauch syndrome"
"ORPHA:598","Multiminicore myopathy"
"ORPHA:1164","Allergic bronchopulmonary aspergillosis"
"ORPHA:85166","Platyspondylic dysplasia, Torrance type"
"ORPHA:444490","Familial chylomicronemia syndrome"
"OMIM:187600","THANATOPHORIC DYSPLASIA, TYPE I"
"ORPHA:1054","Aneurysm of sinus of Valsalva"
"OMIM:308850","LARYNGEAL ABDUCTOR PARALYSIS"
"OMIM:617468","ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT"
"ORPHA:549","Legionellosis"
"OMIM:613494","IMMUNODEFICIENCY, COMMON VARIABLE, 4"
"ORPHA:79242","Holocarboxylase synthetase deficiency"
"ORPHA:783","Rubinstein-Taybi syndrome"
"ORPHA:268249","Mycophenolate mofetil embryopathy"
"ORPHA:770","Rabies"
"OMIM:602771","RIGID SPINE MUSCULAR DYSTROPHY 1"
"ORPHA:673","Malaria"
"ORPHA:227990","Autoimmune polyendocrinopathy type 4"
"OMIM:607616","NIEMANN-PICK DISEASE, TYPE B"
"ORPHA:1488","Cooper-Jabs syndrome"
"ORPHA:2492","Limb transversal defect-cardiac anomaly syndrome"
"OMIM:266910","RENAL DYSPLASIA-LIMB DEFECTS SYNDROME"
"OMIM:602088","NEPHRONOPHTHISIS 2"
"OMIM:247610","LYMPHOID INTERSTITIAL PNEUMONIA"
"ORPHA:1203","Duodenal atresia"
"ORPHA:97289","Thymic neuroendocrine tumor"
"OMIM:256500","NETHERTON SYNDROME"
"OMIM:150260","LARYNGEAL ABDUCTOR PARALYSIS"
"ORPHA:2745","Opitz G/BBB syndrome"
"OMIM:183900","SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA"
"ORPHA:369929","Aldosterone-producing adenoma with seizures and neurological abnormalities"
"OMIM:615829","XIA-GIBBS SYNDROME"
"ORPHA:1292","Brachymorphism-onychodysplasia-dysphalangism syndrome"
"OMIM:614475","ATRIAL SEPTAL DEFECT 9"
"OMIM:614874","CILIARY DYSKINESIA, PRIMARY, 18"
"OMIM:193670","WHIM SYNDROME"
"OMIM:614262","ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY"
"ORPHA:436252","Combined immunodeficiency-enteropathy spectrum"
"OMIM:233690","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME B-NEGATIVE"
"OMIM:617300","HYDROPS FETALIS, NONIMMUNE, AND/OR ATRIAL SEPTAL DEFECT, SUSCEPTIBILITY TO"
"ORPHA:3166","Sialuria"
"ORPHA:79474","Atypical Werner syndrome"
"OMIM:616299","LIPOYLTRANSFERASE 1 DEFICIENCY"
"OMIM:300400","SEVERE COMBINED IMMUNODEFICIENCY, X-LINKED"
"OMIM:215045","CHONDRODYSPLASIA, BLOMSTRAND TYPE"
"ORPHA:411590","Wolfram-like syndrome"
"ORPHA:2040","Congenital bronchobiliary fistula"
"OMIM:613808","CILIARY DYSKINESIA, PRIMARY, 15"
"OMIM:267450","RESPIRATORY DISTRESS SYNDROME IN PREMATURE INFANTS"
"OMIM:613686","SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE"
"ORPHA:6","3-methylcrotonyl-CoA carboxylase deficiency"
"OMIM:615595","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19"
"OMIM:602079","TRIMETHYLAMINURIA"
"OMIM:615182","COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA"
"OMIM:272800","TAY-SACHS DISEASE"
"OMIM:184260","SPONDYLOMETAPHYSEAL DYSPLASIA WITH DENTINOGENESIS IMPERFECTA"
"ORPHA:932","Achondrogenesis"
"OMIM:236800","HYDROXYKYNURENINURIA"
"OMIM:614407","MICROCEPHALY, CEREBELLAR HYPOPLASIA, AND CARDIAC CONDUCTION DEFECT SYNDROME"
"ORPHA:729","Polycythemia vera"
"ORPHA:60","Alpha-1-antitrypsin deficiency"
"ORPHA:2538","Microgastria-limb reduction defect syndrome"
"OMIM:181000","SARCOIDOSIS, SUSCEPTIBILITY TO, 1"
"ORPHA:3205","Sturge-Weber syndrome"
"OMIM:201550","ADDUCTED THUMBS SYNDROME"
"ORPHA:887","VACTERL/VATER association"
"ORPHA:115","Congenital contractural arachnodactyly"
"ORPHA:2556","Microphthalmia with linear skin defects syndrome"
"ORPHA:990","Agnathia-holoprosencephaly-situs inversus syndrome"
"OMIM:607855","MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A"
"ORPHA:171719","Cutis laxa-Marfanoid syndrome"
"OMIM:616325","MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY"
"OMIM:613255","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15"
"ORPHA:79102","Thyrotoxic periodic paralysis"
"OMIM:123540","CRYOFIBRINOGENEMIA, FAMILIAL PRIMARY"
"OMIM:240200","HYPOADRENOCORTICISM, FAMILIAL"
"OMIM:607872","CHROMOSOME 1P36 DELETION SYNDROME"
"OMIM:269840","SELECTIVE T-CELL DEFECT"
"OMIM:609560","MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)"
"ORPHA:2973","46,XX disorder of sex development-anorectal anomalies syndrome"
"ORPHA:263501","COG4-CDG"
"OMIM:247800","LYMPHOPENIC HYPERGAMMAGLOBULINEMIA, ANTIBODY DEFICIENCY, AUTOIMMUNEHEMOLYTIC ANEMIA, AND GLOMERULONEPHRITIS"
"OMIM:261800","PIERRE ROBIN SYNDROME"
"ORPHA:1880","Ebstein malformation"
"OMIM:601764","SEIZURES, BENIGN FAMILIAL INFANTILE, 1"
"OMIM:616266","CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY"
"ORPHA:276399","Familial multinodular goiter"
"OMIM:300864","CEREBRAL-CEREBELLAR-COLOBOMA SYNDROME, X-LINKED"
"OMIM:615707","IMMUNODEFICIENCY 20"
"ORPHA:422","Idiopathic and/or familial pulmonary arterial hypertension"
"ORPHA:3305","Tetraploidy"
"ORPHA:100100","Thymic tumor"
"ORPHA:99735","Myotonia permanens"
"OMIM:137940","HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME"
"OMIM:279000","YOUNG SYNDROME"
"OMIM:607107","NASOPHARYNGEAL CARCINOMA"
"ORPHA:1457","Aorta coarctation"
"OMIM:600309","ATRIOVENTRICULAR SEPTAL DEFECT"
"OMIM:616479","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2"
"OMIM:613834","MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME"
"ORPHA:1764","Familial dysautonomia"
"OMIM:613848","OSTEOGENESIS IMPERFECTA, TYPE X"
"OMIM:208155","ARTHROGRYPOSIS MULTIPLEX CONGENITA WITH WHISTLING FACE"
"OMIM:612782","IMMUNODEFICIENCY 9"
"OMIM:615415","RENAL-HEPATIC-PANCREATIC DYSPLASIA 2"
"ORPHA:100078","Ileal neuroendocrine tumor"
"OMIM:608647","CILIARY DYSKINESIA, PRIMARY, 5"
"ORPHA:1826","Frontometaphyseal dysplasia"
"ORPHA:3015","Radio-renal syndrome"
"OMIM:253240","MUCUS INSPISSATION OF RESPIRATORY TRACT"
"ORPHA:75840","Congenital muscular dystrophy, Ullrich type"
"ORPHA:343","Hyperimmunoglobulinemia D with periodic fever"
"OMIM:214800","CHARGE SYNDROME"
"ORPHA:3386","American trypanosomiasis"
"ORPHA:2318","Joubert syndrome with oculorenal defect"
"ORPHA:1533","Craniosynostosis-fibular aplasia syndrome"
"OMIM:614100","CUTIS LAXA, NEONATAL, WITH MARFANOID PHENOTYPE"
"OMIM:615838","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8"
"ORPHA:2971","Peroxisomal acyl-CoA oxidase deficiency"
"ORPHA:667","Autosomal recessive malignant osteopetrosis"
"OMIM:256050","ATELOSTEOGENESIS, TYPE II"
"ORPHA:43393","Lambert-Eaton myasthenic syndrome"
"OMIM:178550","PULMONARY HEMOSIDEROSIS"
"ORPHA:140952","Syndactyly-telecanthus-anogenital and renal malformations syndrome"
"ORPHA:3346","Tracheal agenesis"
"OMIM:609008","MARFANOID HABITUS WITH SITUS INVERSUS"
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC"
"ORPHA:178481","Intestinal botulism"
"ORPHA:1202","Larynx atresia"
"ORPHA:3339","Toriello-Lacassie-Droste syndrome"
"OMIM:607625","NIEMANN-PICK DISEASE, TYPE C2"
"ORPHA:66646","Cutaneous mastocytosis"
"ORPHA:2924","Isolated polycystic liver disease"
"OMIM:615758","IMMUNODEFICIENCY 22"
"OMIM:616482","ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS"
"OMIM:617478","STRUCTURAL HEART DEFECTS AND RENAL ANOMALIES SYNDROME"
"ORPHA:100085","Primary hepatic neuroendocrine carcinoma"
"OMIM:178500","PULMONARY FIBROSIS, IDIOPATHIC"
"OMIM:613205","MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED"
"OMIM:251260","NIJMEGEN BREAKAGE SYNDROME"
"ORPHA:1423","Lethal recessive chondrodysplasia"
"OMIM:607944","SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION"
"ORPHA:138","CHARGE syndrome"
"OMIM:614399","MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET"
"OMIM:182280","SMALL CELL CANCER OF THE LUNG"
"ORPHA:273","Steinert myotonic dystrophy"
"OMIM:616414","AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
"OMIM:614457","ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION"
"OMIM:234810","PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE"
"OMIM:611369","LETHAL CONGENITAL CONTRACTURE SYNDROME 3"
"OMIM:615294","CILIARY DYSKINESIA, PRIMARY, 21"
"OMIM:269921","SIALURIA"
"OMIM:606054","PROPIONIC ACIDEMIA"
"OMIM:615249","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12"
"OMIM:617063","MEIER-GORLIN SYNDROME 7"
