"Export for HP:0001871"
"Disease id","Disease name"
"OMIM:614493","WISKOTT-ALDRICH SYNDROME 2"
"ORPHA:538","Lymphangioleiomyomatosis"
"OMIM:616507","OSTEOGENESIS IMPERFECTA, TYPE XVII"
"OMIM:617341","CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 2"
"OMIM:613280","HYPERMANGANESEMIA WITH DYSTONIA 1"
"OMIM:277400","METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE"
"OMIM:242860","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME1"
"OMIM:220110","MITOCHONDRIAL COMPLEX IV DEFICIENCY"
"ORPHA:758","Pseudoxanthoma elasticum"
"ORPHA:2770","Nasu-Hakola disease"
"OMIM:139090","GRAY PLATELET SYNDROME"
"OMIM:614727","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK"
"ORPHA:193","Cohen syndrome"
"OMIM:215140","GREENBERG DYSPLASIA"
"ORPHA:158014","Rosaï-Dorfman disease"
"OMIM:615010","AICARDI-GOUTIERES SYNDROME 6"
"OMIM:227646","FANCONI ANEMIA, COMPLEMENTATION GROUP D2"
"ORPHA:83601","Steroid-responsive encephalopathy associated with autoimmune thyroiditis"
"ORPHA:370924","STT3B-CDG"
"ORPHA:175","Cartilage-hair hypoplasia"
"ORPHA:77261","Gaucher disease type 3"
"OMIM:609057","NEPHROPATHY WITH PRETIBIAL EPIDERMOLYSIS BULLOSA AND DEAFNESS"
"OMIM:232220","GLYCOGEN STORAGE DISEASE IB"
"ORPHA:482","Kimura disease"
"ORPHA:52417","MALT lymphoma"
"OMIM:616913","BLEEDING DISORDER, PLATELET-TYPE, 20"
"ORPHA:96180","Maternal uniparental disomy of chromosome 4"
"OMIM:185050","STORAGE POOL PLATELET DISEASE"
"OMIM:229600","FRUCTOSE INTOLERANCE, HEREDITARY"
"OMIM:254600","MYELOPEROXIDASE DEFICIENCY"
"OMIM:176390","PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 1"
"OMIM:210600","SECKEL SYNDROME 1"
"OMIM:605714","CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED"
"OMIM:223370","DUBOWITZ SYNDROME"
"OMIM:609981","NATURAL KILLER CELL AND GLUCOCORTICOID DEFICIENCY WITH DNA REPAIR DEFECT"
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIALHYPEROSTOSIS"
"ORPHA:648","Noonan syndrome"
"OMIM:263700","PORPHYRIA, CONGENITAL ERYTHROPOIETIC"
"ORPHA:54028","Plummer-Vinson syndrome"
"ORPHA:79086","Acquired generalized lipodystrophy"
"ORPHA:324","Fabry disease"
"OMIM:225410","EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL RECESSIVE"
"OMIM:267700","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 1"
"ORPHA:99828","Dengue fever"
"OMIM:610460","THIOPURINE S-METHYLTRANSFERASE DEFICIENCY"
"ORPHA:809","Mixed connective tissue disease"
"OMIM:256700","NEUROBLASTOMA"
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2"
"OMIM:140700","HEINZ BODY ANEMIAS"
"OMIM:162700","NEUTROPENIA, CHRONIC FAMILIAL"
"ORPHA:89838","KRT14-related epidermolysis bullosa simplex"
"OMIM:122700","COUMARIN RESISTANCE"
"OMIM:212750","CELIAC DISEASE"
"OMIM:602668","DYSTROPHIA MYOTONICA 2"
"OMIM:616843","LYMPHEDEMA, HEREDITARY, III"
"OMIM:617056","HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4"
"ORPHA:1551","Familial benign copper deficiency"
"ORPHA:636","Neurofibromatosis type 1"
"OMIM:615518","IMMUNODEFICIENCY 13"
"OMIM:269920","INFANTILE SIALIC ACID STORAGE DISEASE"
"OMIM:612376","ACUTE PROMYELOCYTIC LEUKEMIA"
"OMIM:269600","SEA-BLUE HISTIOCYTE DISEASE"
"OMIM:601859","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME"
"ORPHA:33314","Jessner lymphocytic infiltration of the skin"
"OMIM:610329","AICARDI-GOUTIERES SYNDROME 3"
"ORPHA:109","Bannayan-Riley-Ruvalcaba syndrome"
"ORPHA:46059","Lathosterolosis"
"OMIM:171420","PHEOCHROMOCYTOMA--ISLET CELL TUMOR SYNDROME"
"OMIM:604250","HEMOCHROMATOSIS, TYPE 3"
"ORPHA:183707","Neutrophil immunodeficiency syndrome"
"ORPHA:99876","Ehlers-Danlos syndrome type 7B"
"OMIM:212060","CARBIMAZOLE SENSITIVITY"
"ORPHA:586","Cystic fibrosis"
"OMIM:606056","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIB"
"ORPHA:247257","Inhalational anthrax"
"OMIM:609135","APLASTIC ANEMIA"
"ORPHA:251004","Paternal uniparental disomy of chromosome 1"
"OMIM:604498","AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL"
"ORPHA:86818","Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome"
"OMIM:612015","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IN"
"ORPHA:404","Familial hyperaldosteronism type II"
"OMIM:257300","MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1"
"OMIM:613987","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 2"
"OMIM:603285","CEREBRAL CAVERNOUS MALFORMATIONS 3"
"ORPHA:728","Relapsing polychondritis"
"OMIM:224230","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1"
"ORPHA:464","Incontinentia pigmenti"
"OMIM:614294","CHROMOSOME 15q25 DELETION SYNDROME"
"OMIM:612783","IMMUNODEFICIENCY 10"
"ORPHA:79501","Punctate palmoplantar keratoderma type 1"
"OMIM:259710","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2"
"ORPHA:95613","Pituitary apoplexy"
"ORPHA:36382","Familial cervical artery dissection"
"OMIM:233450","GOODPASTURE SYNDROME"
"ORPHA:1654","Natal teeth-intestinal pseudoobstruction-patent ductus syndrome"
"ORPHA:99927","Hydatidiform mole"
"OMIM:208400","ASPARTYLGLUCOSAMINURIA"
"ORPHA:562","McCune-Albright syndrome"
"OMIM:614520","ENCEPHALOMYOPATHY, MITOCHONDRIAL, DUE TO VOLTAGE-DEPENDENT ANION CHANNEL DEFICIENCY"
"OMIM:614699","IMMUNODEFICIENCY, COMMON VARIABLE, 7"
"ORPHA:1237","Beemer-Ertbruggen syndrome"
"ORPHA:231568","Generalized dominant dystrophic epidermolysis bullosa"
"ORPHA:2959","Progeria-short stature-pigmented nevi syndrome"
"OMIM:612394","BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS"
"ORPHA:521","Chronic myeloid leukemia"
"OMIM:193300","VON HIPPEL-LINDAU SYNDROME"
"OMIM:606996","SENIOR-LOKEN SYNDROME 4"
"ORPHA:79455","Cutaneous mastocytoma"
"OMIM:235550","HEPATIC VENOOCCLUSIVE DISEASE WITH IMMUNODEFICIENCY"
"OMIM:246550","LICHTENSTEIN SYNDROME"
"ORPHA:79402","Generalized junctional epidermolysis bullosa, non-Herlitz type"
"OMIM:175780","PORENCEPHALY 1"
"ORPHA:116","Beckwith-Wiedemann syndrome"
"ORPHA:2585","Ataxia-pancytopenia syndrome"
"OMIM:608093","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IJ"
"OMIM:308960","LEUKEMIA, ACUTE, ?X-LINKED"
"OMIM:312863","COMBINED IMMUNODEFICIENCY, X-LINKED"
"ORPHA:2907","Hereditary acrokeratotic poikiloderma, Weary type"
"ORPHA:263665","NK-cell enteropathy"
"OMIM:615846","AICARDI-GOUTIERES SYNDROME 7"
"OMIM:615234","ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2"
"OMIM:166200","OSTEOGENESIS IMPERFECTA, TYPE I"
"OMIM:180200","RETINOBLASTOMA"
"OMIM:144200","PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC"
"OMIM:304150","OCCIPITAL HORN SYNDROME"
"OMIM:138990","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL DOMINANT TYPE"
"OMIM:105800","ANEURYSM, INTRACRANIAL BERRY, 1"
"ORPHA:88673","Hepatocellular carcinoma"
"ORPHA:199299","Late-onset isolated ACTH deficiency"
"OMIM:515000","CHLORAMPHENICOL TOXICITY"
"OMIM:614087","FANCONI ANEMIA, COMPLEMENTATION GROUP M"
"OMIM:171100","PHAGOCYTOSIS, PLASMA-RELATED DEFECT IN"
"ORPHA:46488","Linear IgA dermatosis"
"OMIM:613116","THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY"
"OMIM:614069","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME2"
"OMIM:616576","IMMUNODEFICIENCY, COMMON VARIABLE, 12"
"OMIM:312700","RETINOSCHISIS 1, X-LINKED, JUVENILE"
"OMIM:613107","NEUTROPENIA, SEVERE CONGENITAL, 2, AUTOSOMAL DOMINANT"
"ORPHA:2781","Osteopetrosis"
"OMIM:120100","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1"
"ORPHA:98293","Hodgkin lymphoma"
"OMIM:309400","MENKES DISEASE"
"ORPHA:296","Enchondromatosis"
"ORPHA:2930","Cronkhite-Canada syndrome"
"OMIM:604173","POIKILODERMA WITH NEUTROPENIA"
"OMIM:250800","METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE"
"OMIM:102730","ADENOSINE DEAMINASE, ELEVATED, HEMOLYTIC ANEMIA DUE TO"
"OMIM:616914","MARFAN LIPODYSTROPHY SYNDROME"
"ORPHA:79282","Methylmalonic acidemia with homocystinuria, type cblC"
"OMIM:188025","THROMBOCYTOPENIA, PARIS-TROUSSEAU TYPE"
"ORPHA:289916","Vitamin B12-unresponsive methylmalonic acidemia type mut0"
"OMIM:615897","IMMUNODEFICIENCY 24"
"ORPHA:71493","Familial thrombocytosis"
"OMIM:611283","ISOBUTYRYL-CoA DEHYDROGENASE DEFICIENCY"
"OMIM:191900","MUCKLE-WELLS SYNDROME"
"ORPHA:100077","Jejunal neuroendocrine tumor"
"OMIM:212050","CANDIDIASIS, FAMILIAL, 2"
"ORPHA:90000","Erythema elevatum diutinum"
"ORPHA:67044","Thrombocytopenia with congenital dyserythropoietic anemia"
"ORPHA:1164","Allergic bronchopulmonary aspergillosis"
"ORPHA:300536","DDOST-CDG"
"OMIM:604131","ALPHA-THALASSEMIA"
"OMIM:264420","FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, RECESSIVE FORM"
"OMIM:606445","PERSISTENT POLYCLONAL B-CELL LYMPHOCYTOSIS"
"ORPHA:549","Legionellosis"
"OMIM:613494","IMMUNODEFICIENCY, COMMON VARIABLE, 4"
"ORPHA:99893","ACTH-independent Cushing syndrome"
"OMIM:300990","Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis"
"OMIM:159595","MYELOPROLIFERATIVE SYNDROME, TRANSIENT"
"OMIM:300519","MENTAL RETARDATION, X-LINKED, SYNDROMIC, MARTIN-PROBST TYPE"
"ORPHA:79242","Holocarboxylase synthetase deficiency"
"OMIM:603278","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 1"
"OMIM:615578","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18"
"ORPHA:673","Malaria"
"OMIM:610832","FANCONI ANEMIA, COMPLEMENTATION GROUP N"
"ORPHA:227990","Autoimmune polyendocrinopathy type 4"
"OMIM:607616","NIEMANN-PICK DISEASE, TYPE B"
"OMIM:173450","PLATELET FACTOR 3 DEFICIENCY"
"ORPHA:324708","ABeta amyloidosis, Iowa type"
"ORPHA:2690","Neutropenia-monocytopenia-deafness syndrome"
"OMIM:613065","LEUKEMIA, ACUTE LYMPHOBLASTIC"
"OMIM:256500","NETHERTON SYNDROME"
"ORPHA:186","Primary biliary cholangitis"
"OMIM:134500","FACTOR VIII DEFICIENCY"
"OMIM:616860","ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY"
"OMIM:616937","THROMBOCYTOPENIA 6"
"ORPHA:369929","Aldosterone-producing adenoma with seizures and neurological abnormalities"
"ORPHA:100006","ABeta amyloidosis, Dutch type"
"ORPHA:75233","Wolman disease"
"OMIM:193670","WHIM SYNDROME"
"ORPHA:436252","Combined immunodeficiency-enteropathy spectrum"
"OMIM:233690","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME B-NEGATIVE"
"OMIM:617300","HYDROPS FETALIS, NONIMMUNE, AND/OR ATRIAL SEPTAL DEFECT, SUSCEPTIBILITY TO"
"ORPHA:93325","Autosomal dominant Kenny-Caffey syndrome"
"ORPHA:3166","Sialuria"
"OMIM:615285","NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE"
"OMIM:300400","SEVERE COMBINED IMMUNODEFICIENCY, X-LINKED"
"OMIM:612300","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY"
"OMIM:614900","DIAMOND-BLACKFAN ANEMIA 11"
"OMIM:267450","RESPIRATORY DISTRESS SYNDROME IN PREMATURE INFANTS"
"OMIM:603147","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IC"
"OMIM:277450","VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1"
"OMIM:151441","LEUKEMIA/LYMPHOMA, CHRONIC B-CELL, 5"
"OMIM:605724","FANCONI ANEMIA, COMPLEMENTATION GROUP D1"
"OMIM:309580","MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1"
"OMIM:616738","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2"
"OMIM:602079","TRIMETHYLAMINURIA"
"OMIM:267500","RETICULAR DYSGENESIA"
"OMIM:242870","IMMUNODEFICIENCY, PARTIAL COMBINED, WITH ABSENCE OF HLA DETERMINANTSAND BETA-2-MICROGLOBULIN FROM LYMPHOCYTES"
"OMIM:607665","TUBULOINTERSTITIAL NEPHRITIS WITH UVEITIS"
"ORPHA:729","Polycythemia vera"
"OMIM:615559","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III"
"OMIM:181000","SARCOIDOSIS, SUSCEPTIBILITY TO, 1"
"ORPHA:3205","Sturge-Weber syndrome"
"ORPHA:231226","Dominant beta-thalassemia"
"ORPHA:251009","Maternal uniparental disomy of chromosome 1"
"OMIM:166900","OVALOCYTOSIS, HEREDITARY HEMOLYTIC"
"OMIM:153600","MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTIBILITY TO, 1"
"OMIM:204200","CEROID LIPOFUSCINOSIS, NEURONAL, 3"
"OMIM:608232","LEUKEMIA, CHRONIC MYELOID"
"OMIM:616541","SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION"
"OMIM:613471","REYNOLDS SYNDROME"
"ORPHA:329","Congenital factor XI deficiency"
"ORPHA:79277","Congenital erythropoietic porphyria"
"OMIM:269840","SELECTIVE T-CELL DEFECT"
"OMIM:617409","DIAMOND-BLACKFAN ANEMIA 17"
"OMIM:205700","ANEMIA, AUTOIMMUNE HEMOLYTIC"
"ORPHA:263501","COG4-CDG"
"OMIM:247800","LYMPHOPENIC HYPERGAMMAGLOBULINEMIA, ANTIBODY DEFICIENCY, AUTOIMMUNEHEMOLYTIC ANEMIA, AND GLOMERULONEPHRITIS"
"ORPHA:1880","Ebstein malformation"
"OMIM:206100","ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1"
"ORPHA:79456","Diffuse cutaneous mastocytosis"
"OMIM:603529","DYSERYTHROPOIESIS, CONGENITAL, WITH ULTRASTRUCTURALLY NORMAL ERYTHROBLASTHETEROCHROMATIN"
"OMIM:102800","ADENOSINE TRIPHOSPHATASE DEFICIENCY, ANEMIA DUE TO"
"OMIM:611490","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 4"
"ORPHA:100100","Thymic tumor"
"OMIM:601705","T-CELL IMMUNODEFICIENCY, CONGENITAL ALOPECIA, AND NAIL DYSTROPHY"
"ORPHA:79408","Severe generalized recessive dystrophic epidermolysis bullosa"
"OMIM:610198","3-@METHYLGLUTACONIC ACIDURIA, TYPE V"
"OMIM:116920","LEUKOCYTE ADHESION DEFICIENCY, TYPE I"
"OMIM:236270","HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBLE COMPLEMENTATION TYPE"
"OMIM:613839","MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY"
"OMIM:609628","MAJEED SYNDROME"
"OMIM:617014","NEUTROPENIA, SEVERE CONGENITAL, 7, AUTOSOMAL RECESSIVE"
"ORPHA:1133","AREDYLD syndrome"
"OMIM:193220","VITREORETINOCHOROIDOPATHY"
"OMIM:614380","COMPLEMENT COMPONENT 4A DEFICIENCY"
"ORPHA:79283","Methylmalonic acidemia with homocystinuria, type cblD"
"OMIM:615631","ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib"
"OMIM:614164","GLUTATHIONE PEROXIDASE DEFICIENCY"
"ORPHA:100078","Ileal neuroendocrine tumor"
"OMIM:238700","HYPERLYSINEMIA, TYPE I"
"OMIM:610293","GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY"
"OMIM:615190","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5"
"ORPHA:343","Hyperimmunoglobulinemia D with periodic fever"
"OMIM:214800","CHARGE SYNDROME"
"OMIM:209950","ATYPICAL MYCOBACTERIOSIS, FAMILIAL"
"ORPHA:3386","American trypanosomiasis"
"OMIM:615838","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8"
"OMIM:608967","LOEYS-DIETZ SYNDROME, TYPE 2A"
"OMIM:277900","WILSON DISEASE"
"ORPHA:667","Autosomal recessive malignant osteopetrosis"
"OMIM:208060","ARTERIOSCLEROSIS, SEVERE JUVENILE"
"OMIM:153480","BANNAYAN-RILEY-RUVALCABA SYNDROME"
"OMIM:178550","PULMONARY HEMOSIDEROSIS"
"ORPHA:870","Down syndrome"
"OMIM:300752","PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED"
"OMIM:200950","ACID PHOSPHATASE DEFICIENCY"
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC"
"OMIM:153650","EPSTEIN SYNDROME"
"OMIM:613988","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 3"
"ORPHA:85321","Deafness-intellectual disability syndrome, Martin-Probst type"
"OMIM:615122","LYMPHOPROLIFERATIVE SYNDROME 2"
"OMIM:607625","NIEMANN-PICK DISEASE, TYPE C2"
"ORPHA:793","SAPHO syndrome"
"OMIM:613101","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5"
"ORPHA:66646","Cutaneous mastocytosis"
"ORPHA:2924","Isolated polycystic liver disease"
"ORPHA:1116","Aplasia cutis congenita-intestinal lymphangiectasia syndrome"
"OMIM:178500","PULMONARY FIBROSIS, IDIOPATHIC"
"OMIM:251260","NIJMEGEN BREAKAGE SYNDROME"
"OMIM:613308","DIAMOND-BLACKFAN ANEMIA 9"
"OMIM:607944","SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION"
"OMIM:266140","PYROPOIKILOCYTOSIS, HEREDITARY"
"OMIM:266900","SENIOR-LOKEN SYNDROME 1"
"OMIM:200900","ACHONDROPLASIA, SO-CALLED, AND SEVERE COMBINED IMMUNODEFICIENCY"
"OMIM:615888","BLEEDING DISORDER, PLATELET-TYPE, 18"
"OMIM:138300","GLUTATHIONE REDUCTASE"
"OMIM:267900","RETINAL TELANGIECTASIA AND HYPOGAMMAGLOBULINEMIA"
"OMIM:616414","AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
"ORPHA:90318","Ehlers-Danlos syndrome type 2"
"OMIM:606054","PROPIONIC ACIDEMIA"
"OMIM:601808","CHROMOSOME 18Q DELETION SYNDROME"
"ORPHA:69077","Rhabdoid tumor"
"OMIM:614286","MYELODYSPLASTIC SYNDROME"
"OMIM:169400","PELGER-HUET ANOMALY"
"OMIM:612336","THROMBOPHILIA, HEREDITARY, DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL"
"ORPHA:2169","Methylcobalamin deficiency type cblE"
"OMIM:208900","ATAXIA-TELANGIECTASIA"
"OMIM:614038","LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA"
"OMIM:613470","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASEDEFICIENCY"
"ORPHA:3322","Hoyeraal-Hreidarsson syndrome"
"OMIM:123550","CRYOGLOBULINEMIA, FAMILIAL MIXED"
"ORPHA:650","LCAT deficiency"
"OMIM:602579","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IB"
"OMIM:613795","LOEYS-DIETZ SYNDROME, TYPE 3"
"ORPHA:90035","Paroxysmal cold hemoglobinuria"
"ORPHA:974","Adams-Oliver syndrome"
"ORPHA:101041","Familial hypofibrinogenemia"
"ORPHA:3409","Urban-Rogers-Meyer syndrome"
"ORPHA:901","Wells syndrome"
"DECIPHER:16","22q11 deletion syndrome (Velocardiofacial / DiGeorge syndrome)"
"ORPHA:2255","Pancreatic hypoplasia-diabetes-congenital heart disease syndrome"
"OMIM:141750","ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, CHROMOSOME 16-RELATED"
"ORPHA:53","Albers-Schönberg osteopetrosis"
"OMIM:241200","BARTTER SYNDROME, ANTENATAL, TYPE 2"
"OMIM:615438","INFANTILE LIVER FAILURE SYNDROME 1"
"ORPHA:556","Malakoplakia"
"OMIM:177820","PSEUDO-VON WILLEBRAND DISEASE"
"OMIM:243150","GASTROINTESTINAL DEFECTS AND IMMUNODEFICIENCY SYNDROME"
"ORPHA:79087","Partial acquired lipodystrophy"
"OMIM:613506","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT"
"OMIM:277410","METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLD TYPE"
"OMIM:611881","GLYCOGEN STORAGE DISEASE XII"
"OMIM:229100","FORMIMINOTRANSFERASE DEFICIENCY"
"ORPHA:232","Sickle cell anemia"
"ORPHA:1858","Skeletal dysplasia-epilepsy-short stature syndrome"
"OMIM:173580","PLATELET RESPONSIVENESS TO ADRENALINE, DEPRESSED"
"OMIM:608836","CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL"
"ORPHA:87876","Sialidosis type 2"
"OMIM:611804","ELLIPTOCYTOSIS 1"
"OMIM:209050","ATHROMBIA, ESSENTIAL"
"ORPHA:335","Congenital fibrinogen deficiency"
"OMIM:608809","LEUKOENCEPHALOPATHY, ARTHRITIS, COLITIS, AND HYPOGAMMAGLOBULINEMA"
"OMIM:234000","FACTOR XII DEFICIENCY"
"OMIM:151440","LEUKEMIA, LYMPHOID, 1"
"OMIM:244460","KENNY-CAFFEY SYNDROME, TYPE 1"
"OMIM:278000","LYSOSOMAL ACID LIPASE DEFICIENCY"
"ORPHA:95513","Panhypophysitis"
"DECIPHER:65","ATR-16 syndrome"
"OMIM:616005","IMMUNODEFICIENCY 36"
"ORPHA:1006","Alopecia antibody deficiency"
"OMIM:616050","AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS"
"OMIM:614857","METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLJ TYPE"
"ORPHA:91387","Familial thoracic aortic aneurysm and aortic dissection"
"OMIM:259700","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1"
"ORPHA:1046","Lethal hemolytic anemia-genital anomalies syndrome"
"ORPHA:1951","Epilepsy-telangiectasia syndrome"
"ORPHA:50918","Kikuchi-Fujimoto disease"
"ORPHA:48818","Aceruloplasminemia"
"OMIM:613092","HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 2"
"OMIM:615214","AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE"
"OMIM:257100","NEUTROPENIA, LETHAL CONGENITAL, WITH EOSINOPHILIA"
"ORPHA:3151","Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome"
"OMIM:209300","ATRANSFERRINEMIA"
"OMIM:230900","GAUCHER DISEASE, TYPE II"
"OMIM:207300","ANTITHROMBIN, FAMILIAL HEMORRHAGIC DIATHESIS DUE TO"
"ORPHA:90340","Blau syndrome"
"OMIM:194350","WT LIMB-BLOOD SYNDROME"
"ORPHA:763","Pycnodysostosis"
"OMIM:183350","SPLENOMEGALY SYNDROME WITH SPLENIC GERMINAL CENTER HYPOPLASIA ANDREDUCED CIRCULATING T-HELPER CELLS"
"OMIM:130060","EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL DOMINANT"
"OMIM:610582","DIABETES MELLITUS, TRANSIENT NEONATAL, 3"
