"Export for HP:0000707"
"Disease id","Disease name"
"OMIM:309640","MENTAL RETARDATION WITH SPASTIC PARAPLEGIA"
"OMIM:613090","BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS"
"ORPHA:96179","Maternal uniparental disomy of chromosome 2"
"ORPHA:538","Lymphangioleiomyomatosis"
"OMIM:612964","PREMATURE OVARIAN FAILURE 7"
"OMIM:210745","BLEPHAROPHIMOSIS WITH PTOSIS, SYNDACTYLY, AND SHORT STATURE"
"OMIM:314300","TORTICOLLIS, KELOIDS, CRYPTORCHIDISM, AND RENAL DYSPLASIA"
"OMIM:617341","CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 2"
"OMIM:613280","HYPERMANGANESEMIA WITH DYSTONIA 1"
"OMIM:156810","MICROGASTRIA-LIMB REDUCTION DEFECTS ASSOCIATION"
"OMIM:613402","MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY"
"OMIM:617350","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52"
"OMIM:277400","METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE"
"ORPHA:79107","Developmental malformations-deafness-dystonia syndrome"
"OMIM:616835","MEIER-GORLIN SYNDROME 6"
"OMIM:132400","EPIPHYSEAL DYSPLASIA, MULTIPLE, 1"
"OMIM:154400","ACROFACIAL DYSOSTOSIS 1, NAGER TYPE"
"OMIM:615812","ABDOMINAL OBESITY-METABOLIC SYNDROME 3"
"ORPHA:79327","ALG1-CDG"
"OMIM:200450","ACHALASIA-MICROCEPHALY SYNDROME"
"ORPHA:758","Pseudoxanthoma elasticum"
"ORPHA:377","Gorlin syndrome"
"OMIM:616922","STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2"
"OMIM:192430","VELOCARDIOFACIAL SYNDROME"
"OMIM:600561","SPONDYLOEPIPHYSEAL DYSPLASIA WITH ATLANTOAXIAL INSTABILITY"
"OMIM:615803","PONTOCEREBELLAR HYPOPLASIA, TYPE 10"
"OMIM:616645","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34"
"ORPHA:79473","Porphyria variegata"
"OMIM:610199","DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM"
"OMIM:614727","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK"
"ORPHA:193","Cohen syndrome"
"ORPHA:503","Autosomal dominant Larsen syndrome"
"OMIM:614347","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 28"
"OMIM:136140","FLOATING-HARBOR SYNDROME"
"OMIM:615716","HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 4"
"OMIM:614976","CARPENTER SYNDROME 2"
"OMIM:271620","SPONDYLOEPIPHYSEAL DYSPLASIA TARDA WITH MENTAL RETARDATION"
"OMIM:613608","EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3"
"OMIM:616455","ZIMMERMANN-LABAND SYNDROME 2"
"OMIM:616732","OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES"
"ORPHA:158014","Rosaï-Dorfman disease"
"ORPHA:181","X-linked hypohidrotic ectodermal dysplasia"
"OMIM:601170","MUSCULAR DYSTROPHY, CONGENITAL, WITH SEVERE CENTRAL NERVOUS SYSTEM ATROPHY AND ABSENCE OF LARGE MYELINATED FIBERS"
"OMIM:613038","PITUITARY HORMONE DEFICIENCY, COMBINED, 1"
"ORPHA:1538","Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome"
"OMIM:301830","SPINAL MUSCULAR ATROPHY, X-LINKED 2"
"ORPHA:73224","Tubular renal disease-cardiomyopathy syndrome"
"OMIM:156620","MICROCEPHALY-DEAFNESS SYNDROME"
"OMIM:236600","HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 1"
"OMIM:203600","ALOPECIA-EPILEPSY-OLIGOPHRENIA SYNDROME OF MOYNAHAN"
"ORPHA:3242","Renpenning syndrome"
"OMIM:201180","ACROFRONTOFACIONASAL DYSOSTOSIS 1"
"OMIM:245180","KIFAFA SEIZURE DISORDER"
"OMIM:300434","STOCCO DOS SANTOS X-LINKED MENTAL RETARDATION SYNDROME"
"OMIM:227646","FANCONI ANEMIA, COMPLEMENTATION GROUP D2"
"ORPHA:3265","Humero-radial synostosis"
"ORPHA:83601","Steroid-responsive encephalopathy associated with autoimmune thyroiditis"
"ORPHA:2410","Hypergonadotropic hypogonadism-cataract syndrome"
"ORPHA:370924","STT3B-CDG"
"OMIM:300624","FRAGILE X MENTAL RETARDATION SYNDROME"
"OMIM:614020","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14"
"OMIM:614873","PEROXISOME BIOGENESIS DISORDER 7B"
"ORPHA:93314","Spondylometaphyseal dysplasia, Kozlowski type"
"DECIPHER:68","16p11.2-p12.2 microdeletion syndrome"
"OMIM:614882","PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER)"
"OMIM:614814","ADAMS-OLIVER SYNDROME 3"
"ORPHA:2850","Alopecia-intellectual disability syndrome"
"OMIM:616007","CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA"
"ORPHA:65250","Perineural cyst"
"ORPHA:1809","Hidrotic ectodermal dysplasia, Halal type"
"ORPHA:955","Acroosteolysis dominant type"
"OMIM:250410","RETINITIS PIGMENTOSA WITH OR WITHOUT SKELETAL ANOMALIES"
"ORPHA:1955","Spinocerebellar ataxia type 34"
"OMIM:607261","EVC2 GENE"
"DECIPHER:39","8p23.1 deletion syndrome"
"OMIM:277580","WAARDENBURG-SHAH SYNDROME"
"ORPHA:96180","Maternal uniparental disomy of chromosome 4"
"OMIM:607822","ALZHEIMER DISEASE 3"
"ORPHA:72","Angelman syndrome"
"ORPHA:794","Saethre-Chotzen syndrome"
"OMIM:613676","SECKEL SYNDROME 4"
"OMIM:616723","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE"
"OMIM:609049","PIERSON SYNDROME"
"ORPHA:291","Congenital varicella syndrome"
"OMIM:605714","CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED"
"OMIM:268050","RETINOPATHY, PIGMENTARY, AND MENTAL RETARDATION"
"OMIM:223370","DUBOWITZ SYNDROME"
"ORPHA:452","X-linked lissencephaly with abnormal genitalia"
"OMIM:270700","SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE"
"ORPHA:920","Ablepharon macrostomia syndrome"
"OMIM:180700","ROBINOW SYNDROME, AUTOSOMAL DOMINANT"
"ORPHA:648","Noonan syndrome"
"OMIM:601678","BARTTER SYNDROME, TYPE 1, ANTENATAL"
"ORPHA:65285","Lhermitte-Duclos disease"
"OMIM:607641","NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB"
"ORPHA:54028","Plummer-Vinson syndrome"
"OMIM:225410","EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL RECESSIVE"
"ORPHA:1193","Atkin-Flaitz syndrome"
"OMIM:267700","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 1"
"OMIM:278700","XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A"
"ORPHA:254504","Inhalational botulism"
"ORPHA:2591","Infantile myofibromatosis"
"ORPHA:809","Mixed connective tissue disease"
"ORPHA:487","Krabbe disease"
"OMIM:516005","COMPLEX I, SUBUNIT ND5"
"OMIM:615544","PERIVENTRICULAR NODULAR HETEROTOPIA 6"
"ORPHA:1794","Oculomaxillofacial dysostosis"
"ORPHA:1000","Ocular albinism with late-onset sensorineural deafness"
"OMIM:256700","NEUROBLASTOMA"
"OMIM:250220","SPONDYLOMETAPHYSEAL DYSPLASIA, SEDAGHATIAN TYPE"
"OMIM:616981","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 37"
"OMIM:613884","CHROMOSOME 13q14 DELETION SYNDROME"
"ORPHA:354","GM1 gangliosidosis"
"OMIM:133700","EXOSTOSES, MULTIPLE, TYPE I"
"OMIM:201750","ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS"
"OMIM:212750","CELIAC DISEASE"
"OMIM:610442","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, GENEVIEVE TYPE"
"OMIM:614674","PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT"
"OMIM:609033","POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA"
"OMIM:151200","CHROMOSOME 8q22.1 DUPLICATION SYNDROME"
"ORPHA:96","Ataxia with vitamin E deficiency"
"OMIM:617082","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IAA"
"ORPHA:1551","Familial benign copper deficiency"
"OMIM:612843","KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, AUTOSOMAL DOMINANT"
"OMIM:609500","MYOPATHY, AUTOPHAGIC VACUOLAR, INFANTILE-ONSET"
"ORPHA:636","Neurofibromatosis type 1"
"OMIM:606712","SPECIFIC LANGUAGE IMPAIRMENT 2"
"OMIM:261600","PHENYLKETONURIA"
"ORPHA:85167","Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome"
"ORPHA:330021","Mercury poisoning"
"OMIM:615009","SCHUURS-HOEIJMAKERS SYNDROME"
"OMIM:608673","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L"
"ORPHA:3033","Renal tubular dysgenesis"
"OMIM:611225","SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE"
"OMIM:606842","CARDIONEUROMYOPATHY WITH HYALINE MASSES AND NEMALINE RODS"
"OMIM:269920","INFANTILE SIALIC ACID STORAGE DISEASE"
"ORPHA:168486","Congenital neuronal ceroid lipofuscinosis"
"ORPHA:2151","Hirschsprung disease-ganglioneuroblastoma syndrome"
"OMIM:607080","46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY"
"OMIM:616592","KOSAKI OVERGROWTH SYNDROME"
"OMIM:600559","HYDROCEPHALUS, ENDOCARDIAL FIBROELASTOSIS, AND CATARACTS"
"OMIM:158900","FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1"
"OMIM:300882","CORNELIA DE LANGE SYNDROME 5"
"OMIM:614329","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 31"
"ORPHA:109","Bannayan-Riley-Ruvalcaba syndrome"
"OMIM:615501","MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP C"
"ORPHA:255","Dopa-responsive dystonia"
"ORPHA:1035","Beta-mercaptolactate cysteine disulfiduria"
"OMIM:615924","ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY"
"OMIM:602477","FEBRILE SEIZURES, FAMILIAL, 2"
"OMIM:612463","PSEUDOPSEUDOHYPOPARATHYROIDISM"
"ORPHA:163976","X-linked intellectual disability, Van Esch type"
"ORPHA:2162","Holoprosencephaly"
"OMIM:613159","NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1"
"ORPHA:96121","7q11.23 microduplication syndrome"
"OMIM:615034","DYSTONIA 24"
"ORPHA:821","Sotos syndrome"
"OMIM:261540","PETERS-PLUS SYNDROME"
"ORPHA:2115","Harrod syndrome"
"OMIM:145290","HYPERREFLEXIA"
"OMIM:245130","KETOADIPICACIDURIA"
"OMIM:604121","CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLEPSY, AUTOSOMAL DOMINANT"
"ORPHA:2261","Hypospadias-intellectual disability, Goldblatt type syndrome"
"ORPHA:96167","Recombinant 8 syndrome"
"OMIM:605627","CEREBROOCULONASAL SYNDROME"
"ORPHA:34587","Glycogen storage disease due to LAMP-2 deficiency"
"OMIM:159950","SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE MYOCLONIC EPILEPSY"
"OMIM:262710","PITUITARY DWARFISM WITH LARGE SELLA TURCICA"
"OMIM:614736","GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY"
"OMIM:300555","DENT DISEASE 2"
"OMIM:260300","PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE EARLY-ONSET"
"OMIM:604498","AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL"
"ORPHA:2849","Perlman syndrome"
"OMIM:118210","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1"
"OMIM:613029","GLIOMA SUSCEPTIBILITY 3"
"OMIM:612015","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IN"
"OMIM:615414","MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE"
"ORPHA:404","Familial hyperaldosteronism type II"
"ORPHA:73247","Eosinophilic esophagitis"
"OMIM:257300","MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1"
"OMIM:268300","ROBERTS SYNDROME"
"OMIM:613987","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 2"
"ORPHA:2237","Hypoparathyroidism-deafness-renal disease syndrome"
"OMIM:603285","CEREBRAL CAVERNOUS MALFORMATIONS 3"
"ORPHA:1597","Distal monosomy 17q"
"ORPHA:1170","Autosomal recessive cerebelloparenchymal disorder type 3"
"OMIM:107640","APNEA, CENTRAL SLEEP"
"OMIM:256690","NEUROFACIODIGITORENAL SYNDROME"
"OMIM:121210","FEBRILE SEIZURES, FAMILIAL, 1"
"ORPHA:464","Incontinentia pigmenti"
"OMIM:614294","CHROMOSOME 15q25 DELETION SYNDROME"
"ORPHA:86309","DPAGT1-CDG"
"OMIM:269160","SCHIZENCEPHALY"
"OMIM:615871","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
"OMIM:259710","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2"
"OMIM:615862","NEPHRONOPHTHISIS 18"
"ORPHA:2995","Baraitser-Winter cerebrofrontofacial syndrome"
"OMIM:217980","CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND ROBIN SEQUENCE"
"ORPHA:95717","Idiopathic congenital hypothyroidism"
"ORPHA:1110","Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome"
"OMIM:233400","PERRAULT SYNDROME 1"
"OMIM:244400","CILIARY DYSKINESIA, PRIMARY, 1"
"ORPHA:845","Tay-Sachs disease"
"OMIM:303110","CHOROIDEREMIA, DEAFNESS, AND MENTAL RETARDATION"
"ORPHA:88637","Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome"
"OMIM:616654","JOUBERT SYNDROME 24"
"OMIM:614226","HOLOPROSENCEPHALY 11"
"ORPHA:1390","Night blindness-skeletal anomalies-dysmorphism syndrome"
"ORPHA:101330","Porphyria cutanea tarda"
"ORPHA:3107","Autosomal dominant Robinow syndrome"
"OMIM:300004","CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA"
"ORPHA:2201","Palmoplantar keratoderma-spastic paralysis syndrome"
"OMIM:244450","KAUFMAN OCULOCEREBROFACIAL SYNDROME"
"ORPHA:2076","X-linked intellectual disability-epilepsy syndrome"
"ORPHA:36","Acrocallosal syndrome"
"OMIM:264500","PSEUDOURIDINURIA AND MENTAL DEFECT"
"OMIM:208400","ASPARTYLGLUCOSAMINURIA"
"ORPHA:991","PAGOD syndrome"
"ORPHA:1919","Phenobarbital embryopathy"
"OMIM:117100","CENTRALOPATHIC EPILEPSY"
"OMIM:310800","NYSTAGMUS, MYOCLONIC"
"OMIM:614340","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27"
"OMIM:252010","MITOCHONDRIAL COMPLEX I DEFICIENCY"
"OMIM:615491","SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE"
"OMIM:607417","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2"
"OMIM:207720","APNEA, CENTRAL SLEEP"
"OMIM:613660","CONE-ROD DYSTROPHY 15"
"OMIM:300580","MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION, X-LINKED"
"OMIM:311100","OPTIC ATROPHY--SPASTIC PARAPLEGIA SYNDROME"
"ORPHA:7","3C syndrome"
"OMIM:616222","TEMPLE SYNDROME"
"OMIM:604432","SPINOCEREBELLAR ATAXIA 11"
"ORPHA:231568","Generalized dominant dystrophic epidermolysis bullosa"
"ORPHA:2959","Progeria-short stature-pigmented nevi syndrome"
"OMIM:264120","PROLACTIN DEFICIENCY WITH OBESITY AND ENLARGED TESTES"
"OMIM:612394","BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS"
"OMIM:605231","BARDET-BIEDL SYNDROME 6"
"OMIM:610536","MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE"
"ORPHA:261483","Xq27.3q28 duplication syndrome"
"ORPHA:3253","Zlotogora-Ogur syndrome"
"OMIM:193300","VON HIPPEL-LINDAU SYNDROME"
"OMIM:609015","MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY"
"OMIM:601367","STROKE, ISCHEMIC"
"OMIM:612335","SPASTIC PARAPLEGIA 38, AUTOSOMAL DOMINANT"
"OMIM:609308","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1"
"OMIM:617384","HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT"
"ORPHA:2323","Sanjad-Sakati syndrome"
"ORPHA:893","WAGR syndrome"
"ORPHA:3206","Stüve-Wiedemann syndrome"
"OMIM:210720","MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II"
"OMIM:609454","SUPRANUCLEAR PALSY, PROGRESSIVE, 2"
"OMIM:262650","PITUITARY DWARFISM IV"
"OMIM:231550","ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME"
"OMIM:242550","ICHTHYOSIS, SPLIT HAIRS, AND AMINO ACIDURIA"
"OMIM:275550","TRICHORRHEXIS NODOSA SYNDROME"
"OMIM:616938","COFFIN-SIRIS SYNDROME 5"
"OMIM:615510","ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME"
"OMIM:307800","HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMINANT"
"OMIM:126200","MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO"
"OMIM:137200","NEUROMYOTONIA AND AXONAL NEUROPATHY, AUTOSOMAL RECESSIVE"
"OMIM:607485","FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED"
"ORPHA:329228","Microcephalic primordial dwarfism due to ZNF335 deficiency"
"OMIM:300960","MEND SYNDROME"
"ORPHA:261337","Distal 22q11.2 microduplication syndrome"
"OMIM:615043","SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE"
"OMIM:300088","EPILEPSY, FEMALE-RESTRICTED, WITH MENTAL RETARDATION"
"OMIM:616602","CRANIOSYNOSTOSIS 6"
"ORPHA:34527","Familial primary hypomagnesemia with normocalciuria and normocalcemia"
"OMIM:615846","AICARDI-GOUTIERES SYNDROME 7"
"OMIM:616187","EPILEPSY, PROGRESSIVE MYOCLONIC 7"
"OMIM:128100","DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT"
"OMIM:162200","NEUROFIBROMATOSIS, TYPE I"
"OMIM:607458","SPINOCEREBELLAR ATAXIA 18"
"ORPHA:672","Pallister-Hall syndrome"
"OMIM:106100","ANGIOEDEMA, HEREDITARY"
"OMIM:300857","AMYOTROPHIC LATERAL SCLEROSIS 15 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA"
"ORPHA:3450","Weissenbacher- Zweymuller syndrome"
"ORPHA:526","Liddle syndrome"
"ORPHA:2052","Fraser syndrome"
"OMIM:611284","DYSTONIA, FOCAL, TASK-SPECIFIC"
"OMIM:600257","BOR-DUANE HYDROCEPHALUS CONTIGUOUS GENE SYNDROME"
"OMIM:606764","GASTROINTESTINAL STROMAL TUMOR"
"OMIM:300100","ADRENOLEUKODYSTROPHY"
"ORPHA:3057","Monoamine oxidase A deficiency"
"OMIM:181515","SCHOLTE SYNDROME"
"OMIM:105800","ANEURYSM, INTRACRANIAL BERRY, 1"
"OMIM:608664","SECKEL SYNDROME 3"
"OMIM:613152","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4"
"ORPHA:435628","Keppen-Lubinsky syndrome"
"OMIM:617030","MYOPATHY, DISTAL, 5"
"ORPHA:365","Glycogen storage disease due to acid maltase deficiency"
"OMIM:275120","THYROTROPIN-RELEASING HORMONE DEFICIENCY"
"ORPHA:79241","Biotinidase deficiency"
"ORPHA:2213","Hypertelorism-microtia-facial clefting syndrome"
"OMIM:616231","MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES"
"ORPHA:88673","Hepatocellular carcinoma"
"OMIM:122000","CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1"
"ORPHA:3218","Deafness-epiphyseal dysplasia-short stature syndrome"
"ORPHA:833","Encephalopathy due to sulfite oxidase deficiency"
"ORPHA:881","Turner syndrome"
"OMIM:602134","TREMOR, HEREDITARY ESSENTIAL, 2"
"OMIM:155000","MAXILLOFACIAL DYSOSTOSIS"
"OMIM:302000","BULLOUS DYSTROPHY, HEREDITARY MACULAR TYPE"
"OMIM:313000","SPATIAL VISUALIZATION, APTITUDE FOR"
"OMIM:218340","TEMTAMY SYNDROME"
"ORPHA:428","Autosomal dominant hypocalcemia"
"OMIM:614702","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10"
"ORPHA:2273","Ichthyosis follicularis-alopecia-photophobia syndrome"
"OMIM:301700","ANOSMIA"
"OMIM:131100","MULTIPLE ENDOCRINE NEOPLASIA, TYPE I"
"OMIM:175100","FAMILIAL ADENOMATOUS POLYPOSIS 1"
"OMIM:602107","NEUROPATHY, HEREDITARY THERMOSENSITIVE"
"OMIM:218649","CRANIOSYNOSTOSIS-MENTAL RETARDATION SYNDROME OF LIN AND GETTIG"
"OMIM:300848","MENTAL RETARDATION, X-LINKED 89"
"OMIM:605549","CONE-ROD DYSTROPHY 8"
"OMIM:616549","KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM"
"OMIM:120100","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1"
"OMIM:251270","MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 1"
"OMIM:540000","MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, LACTIC ACIDOSIS, AND STROKE-LIKE EPISODES"
"OMIM:614381","LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM"
"ORPHA:2311","Autosomal recessive spondylocostal dysostosis"
"OMIM:309400","MENKES DISEASE"
"OMIM:230200","GALACTOKINASE DEFICIENCY"
"OMIM:242500","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B"
"ORPHA:37","Acrodermatitis enteropathica"
"OMIM:615473","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17"
